"items.a","items.b","items.g","items.u","means","F1"
1,1.75796356714964,0.5,1,0,0.697841862610697
1,-2.76787666846588,0.5,1,0,0.697841862610697
1,-2.17215134183555,0.5,1,0,0.697841862610697
1,-3.351044200721,0.5,1,0,0.697841862610697
1,-2.08033966217512,0.5,1,0,0.697841862610697
1,-1.63662282651656,0.5,1,0,0.697841862610697
1,-2.23075595054236,0.5,1,0,0.697841862610697
1,0.055279997376082,0.5,1,0,0.697841862610697
1,-1.60203712311679,0.5,1,0,0.697841862610697
1,-1.53833349101455,0.5,1,0,0.697841862610697
1,-2.07833427660236,0.5,1,0,0.697841862610697
1,-1.81045064055275,0.5,1,0,0.697841862610697
1,-0.831908458290457,0.5,1,0,0.697841862610697
1,-1.80876341681557,0.5,1,0,0.697841862610697
1,1.07319406391701,0.5,1,0,0.697841862610697
1,-2.29170551739444,0.5,1,0,0.697841862610697
1,-0.529048530301137,0.5,1,0,0.697841862610697
1,-2.8622486109062,0.5,1,0,0.697841862610697
1,2.2025472794576,0.5,1,0,0.697841862610697
1,0.499895660355727,0.5,1,0,0.697841862610697
1,0.0203416872332018,0.5,1,0,0.697841862610697
1,0.0910354410034978,0.5,1,0,0.697841862610697
1,-0.118385331900858,0.5,1,0,0.697841862610697
1,-0.721802803153944,0.5,1,0,0.697841862610697
1,1.09786628995739,0.5,1,0,0.697841862610697
1,-0.147402856370066,0.5,1,0,0.697841862610697
1,-0.661725775408917,0.5,1,0,0.697841862610697
1,-0.103195388896234,0.5,1,0,0.697841862610697
1,-0.581411241951399,0.5,1,0,0.697841862610697
1,-1.10286651753597,0.5,1,0,0.697841862610697
1,2.75601017256106,0.5,1,0,0.697841862610697
1,-1.00997277654109,0.5,1,0,0.697841862610697
1,-0.829402100967999,0.5,1,0,0.697841862610697
1,-0.0997631270314491,0.5,1,0,0.697841862610697
1,-2.09086603726034,0.5,1,0,0.697841862610697
1,-2.24590912894714,0.5,1,0,0.697841862610697
1,0.0289895763598567,0.5,1,0,0.697841862610697
1,-2.13262650352029,0.5,1,0,0.697841862610697
1,-2.12333729888286,0.5,1,0,0.697841862610697
